,ID,Feed,Sentiment,word_count,char_count,avg_char_per_word,stopwords
1086,1087,اللي انت ربك دايما جمبك ناديتو هتلاقيه جايز ده اختبار ركز فالاجابه وقول يارب وخد قرار,1,16,85,4.0,0
537,538,انته جميل جدا ربنا يثبتك واتمني ان المسلمين تكون اخلاقياتهم حياتهم العاديه قدوه ودعوه لكل المسلمين,1,16,98,5.0,0
1233,1234,لاتتحدث بقوتك امام ضعيف بسعادتك امام حزين بمالك امام فقير زن كلامك راع شعور الاخرين,0,15,83,4.0,0
1797,1798,يمتاز الاردن بتنوع السياحه فتنقسم السياحه الي سياحه علاجيه سياحه دينيه سياحه معارض سياحه اثار,1,15,93,5.0,0
662,663,تعليم الاطفال علي الاغاني وعلي الرقص بدل تعليم القران الكريم بدل تعليم الدين الله يوفقكم,0,15,88,4.0,0
681,682,جامعه العلوم والتكنولوجيا الاردنيه افضل 927 جامعات العالم 982 جامعات الوطن العربي طبقا لتصنيف ويب,1,15,97,5.0,0
1268,1269,للهم خذهم اخد عزيز مقتدر فانهم يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات,0,15,87,4.0,0
1209,1210,حول قوه الا بالله العظيم اكن اعلم ان نسبه ذكاء العرب منخفضه جدا الي الحد,0,15,72,3.0,0
1681,1682,اخي اطلع صورتك بالمرايه وشوف اداءك هوه اداء فنيصوت مناسب تفضح حالك هيك برامج تافهه,0,15,82,4.0,0
648,649,تبون تقنعونا انكم تخافون علي صحه المدخن وعلشان رفعتوا السعربيشترونه ب100 وبيدخنون بعظم وورق شجر,0,15,95,5.0,0
819,820,رءيس مو عارف يحكي حرف الاس روح تخيب ولك يلعنها انيسه علي هيك جحش خلفتو,0,15,70,3.0,0
1127,1128,كانت الحياه صعبه والمدرسين خشنين واغلبهم الاردن وفلسطين لكنهم علمونا الادب والعلم غفر الله لامواتهم,1,15,99,5.0,0
207,208,الشعب اختار نواب خرجين سجون سوابق بستاهل اكثر هيك مشان 50 الله يرد هيك شعب,0,15,74,4.0,0
430,431,اللهم هون برد الشتاء علي عبادك المستضعفين مكان اللهم انزل دفءك ورحمتك علي فقير ماوي,0,15,83,4.0,0
1000,1001,عادي محنا اتعودنا علي الرفع يوم يومنا بنعرف الرفع همه برفعو نحنا بندفع علي حسابنا,0,15,81,4.0,0
996,997,طيب الله انفاسك وياسلام الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل,1,15,81,4.0,0
516,517,انا يوم اقول اصلي اقدر انا ادعوا الله داءما ان يهديني ارجو يملك حل مراسلتي,1,15,74,4.0,0
239,240,الله اخترت اسم غالي علي قلبي قوي ربنا يثبتك علي دين الاسلام اخترت صح بجد,1,15,72,3.0,0
529,530,انت شفت النسخه الاوروبيه والامريكيه والماليزيه البرنامج بلاوي اكثر حنا العرب فينا عقده النقص والتخلف,0,15,100,5.0,0
73,74,اشتقت لمكه لراءحه مكه للصلاه مكه اللهم ارزقني انا اشتاق الي مكه بزياره عاجلا اجل,1,15,80,4.0,0
471,472,اما الدين فتصير اخوه الله وهي ارقي العلاقات الانسانيه بصحيح الحديث رب اخ تلده امك,1,15,81,4.0,0
1314,1315,ازنخ منك الي هاي اللينكات اللي بتسم البدن بتتعب يعني توخد الصوره وتنزلها تنزيل عادي,0,15,83,4.0,0
467,468,الي انا شايفو انو المفاعل ينعمل الاردن يخدم دول تانيه يعني مش عشان سواد عيونا,0,15,77,4.0,0
829,830,سالت اصحابي المجال حكولي هيكالموضوع مكلف الكل باكد انه الحل لوضع الاردن الحرج طاقه نوويه,0,15,88,4.0,0
1621,1622,وانا الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو نفسهم لاننا عارفين انه ملجا الا لله,1,15,85,4.0,0
889,890,شو عادي يزم انتا عندك دم ونخوه يزم انتا مش بني ادم تري ورح طير,0,15,62,3.0,0
53,54,اساس الاصلاح واهم مرتكزاته المعلم داخل غرفه الصف طلابه وتلاميذه والاعتماد بالتنفيذ لخطط واستراتيجيات عليا,1,15,105,6.0,0
1615,1616,والله الي حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل الله كيانك,1,15,74,4.0,0
45,46,اذا المدير يخاف معلم مبدع وكان زملاء العمل يحاربون المعلم فهم الحقيقه ينتقصون حظ طلابه,0,15,86,4.0,0
504,505,انا توجيهي سعودي بدرس بجامعه احسن جامعات الاردن الشعب قاعد يعيد توجيهي يرسب وري الوزير,0,15,86,4.0,0
40,41,اذا استعنت بالله وتوكلت ونيتك كانت صادقه يقف الله بجوارك ولن يخزلك ابدا احبك ربي,1,15,80,4.0,0
1780,1781,يعني بكل وضوح بدكوا تذلوا الشعب الاردني تخلوه شهور يصف طابور عشان يوخدلوا اكمن ليره,0,15,83,4.0,0
593,594,بتمني ان تقوم بعثه للدعاه مصر تزور البلاد تعرفهم تشرح الدين الاسلامي تنشر بحق مكان,1,15,82,4.0,0
821,822,زمان المطربيين اللي غنو المعاتيه دول ولعو مقابرهم وبيعيطو بدل الدموع دم علي تراثهم اللي,0,15,87,4.0,0
262,263,الله يخلف عليهم يكثر خيرهم فعلن شعب مسكين عبد الله النسور بطل رفع الاسعار,0,14,73,4.0,0
1634,1635,وربي كلبتي جات جلست عندي اول فتحت هالفيديو ويوم خلص التفت الا والاقيها نايمه,0,14,76,4.0,0
536,537,انتم قطريه شن عارفكم السياسه انتم لاعندكم جيش استراتجيه ثابته انتم عملاء امريكا خونه,0,14,84,5.0,0
535,536,انتخب مين عم ناقصه لبخه الكلام معتش الا الاهبل ده كمان يبقي رءيس جمهوريه,0,14,72,4.0,0
353,354,اللهم اصلح حال المسلمين اجعلهم الرباتين حتي نحرج لانه ان خلصت النوايا صلحت الاعمال,1,14,82,4.0,0
406,407,اللهم حسننا حسن اعمالنا ظاهرا باطنا تجعلنا نعمل الا يرضيك عنا برحمتك ارحم الراحمين,1,14,82,4.0,0
517,518,انا احلم ان اغير العالم احلم بان استطيع ان ارسم البسمه علي وجوه الاخرين,1,14,71,4.0,0
386,387,اللهم اني اقسمت ان تهدي شباب المسلمين وتنور قلوبهم انعمت علي طارق بنعمه الاسلام,1,14,79,4.0,0
616,617,بطلت كتير وكل اترك والتزم ربنا برجع تاني وكل اما ارجع ارجع اكتر الاول,1,14,69,4.0,0
884,885,شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه الله الا الله,0,14,77,4.0,0
155,156,الجيل الي هيحرر فلسطين شوفه سوريا يقاتل العلويين الكلاب ربي يعلمهم فنون القتال ويربيهم,0,14,86,5.0,0
1263,1264,للاسف لسا مدارس بتخلخل عظام الطلاب البرد مدارس قري الاردن المناطق الشعبيه عم بحكي,0,14,81,4.0,0
826,827,ساعات اللي السر اللي بيخلي الناس تحبك العلن يكونوا عارفين الا انهم بيحبوك سبب,1,14,77,4.0,0
1287,1288,لوين ندكم توصلونا الله هموم المصاريف قتلت الصغير الكبير الله ياخذ حقنا منكم يباركلكم,0,14,84,5.0,0
131,132,الاردن لديه الخبره مجال اداره الموارد البشريه واستخدام الامكانيات بافضل مايمكن لتوجيه اقتصاد الدوله,1,14,99,6.0,0
852,853,سلمت امري ربي عالمين رغم البعد احس ان ربنا رح يكتب ويجمعنا ويكون نصيبي,1,14,70,4.0,0
1295,1296,ليش نتعلم الي اليابان وروسيا المانيا الغت نظرتها بناء مفاعلات نوويه استخدام الطاقه البديله,0,14,90,5.0,0
1456,1457,نت عايش خارج البلد عموما ان نقاشك فرد عضلات مافيه داعي اكمل حواري معك,0,14,69,4.0,0
1447,1448,مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء علي هيك حالات متخلفه,0,14,71,4.0,0
954,955,صبح يحكي للتلفزيون الاردني العقار الاردن رخيص وجميل رخيص يعني بنقدر نملك شقه 10000,0,14,82,4.0,0
985,986,ضيعت دقايق عمري بمشاهده ازنخ اتفه شخص بالحياه الا اللي بالنص حتي بعرف اسمه,0,14,74,4.0,0
1378,1379,مش النووي ان اظنش اسراءيل تسمح باقامته بهالسهوله اللي بيعني انو متطورين او متقدمين,0,14,82,4.0,0
990,991,طبيب عيون اردني يسجل اختراعا جديدا روسيا يوم انجاز اردني يسجل اﻻردن تكبر بابناءها,1,14,81,4.0,0
1365,1366,الاميره حواليها حرس تمشي دلع الترف متعاليه خيال يروض فرس مهره اصيله حلاها غاليه,1,14,79,4.0,0
1090,1091,مناحي الحياه التكنولوجيا بديل البشر الا التعليم التكنولوجيا تجعل عمل المعلم متعه بديلا عنه,1,14,90,5.0,0
81,82,اصلا المغتربين ماعاد بدهم جامعات الاردن فكره دول ثانيه وجامعات ثانيه اقوي خليها للذنيبات,0,14,88,5.0,0
1285,1286,يدرس جامعات مصر او الاردن يعرف الدراسه والعلم الحقيقي وهناك اللي يقدرون نسبته وتفوقه,1,14,84,5.0,0
1343,1344,ماجمل الحب الاخوه الله ان نخاف علي بعضنا حتي علاقتنا ربنا شء راءع جدا,1,14,69,4.0,0
153,154,الجمال فقط شيءا نراه شيء نكتشفه روح جميله وفكر جميل اخلاق جميله وادب جميل,1,14,73,4.0,0
136,137,الاسلام حسن الخلق الا تعرف بان الحبيب صلي الله سلم لقب امينا نزول الوحي,1,14,71,4.0,0
1328,1329,شاء الله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه بكشر جهه,0,14,78,4.0,0
161,162,الحق عالحقير اللي نزل المنشور بجوز اهله لابسين منهم ولك لاتنزل اشي زي هيك,0,14,73,4.0,0
711,712,حسبنا الله ايش صاير لشبابنا الحشيش والمخدرات غزتهم الله يهونها ويحفظ شباب وبنات الاردن,0,14,86,5.0,0
1567,1568,والحاجه الي انت بتحبها دي مش اكتر حاجه زينها الشيطان واقنعك بحلاوتها هتندم بعدين,1,14,80,4.0,0
1542,1543,خلينا نخلص ام هالبرجين الللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي الديسي,0,14,75,4.0,0
1779,1780,يعني الواحد بغلط غلطه بالجامعه بدون ياثر عحدا حاله بروحوا بمنعوه يدخل جامعات الاردن,0,14,83,5.0,0
953,954,صباحكم شوق غلا صباحكم نور فرح سرور صباحكم ذوق قدركم صباحكم حب وسعاده,1,13,68,4.0,0
390,391,اللهم اني اسالك فعل الخيرات المنكرات حب المساكين ان تغفر ترحمني تتوب علي,1,13,72,4.0,0
522,523,انا متاكده انو هذولي مدفوعلهم علشان يجون يغنون لانو مافي ناس مهابيل لهالدرجه,0,13,76,4.0,0
982,983,صوره مليانه روح يعلم الله اني سعيد جدا ففيها شباب حافظين لكتاب الله,1,13,67,4.0,0
652,653,تخسا وكل بشد علي يدهم مشكلتو شعب سوري يدعون البراء وهم قمه النذاله,0,13,66,4.0,0
168,169,الحمد الله علي الاسلام رب اهدي احب الدين وكل تردد دخوله وارحمنا جميعا,1,13,69,4.0,0
513,514,انا فعلا عملت كده والحمدلله بقيت احسن الحجات الي ربنا خدها مني الحمدلله,1,13,71,4.0,0
265,266,الله يشبعكو ظلمه انشاء الله كلو بتلقو بالاخره ظلمه خافوالله طبعا اذا بتعرفوالله,0,13,79,5.0,0
272,273,الله يبارك فيك لانك غيرت صاحبتي كتير وهي المتءثرين فيك وهي اللي عرفتني,1,13,70,4.0,0
993,994,طموح الانسان يدفه لتحقيق اهدافه رت شببنا يقولن فات الوقت الله يوفق يشاء,1,13,71,4.0,0
439,440,المراه تهان وتعامل كاداه جنسيه مسميات عديده كالمسيار والمسفار والمصياف الخ وكلو بتمنو,0,13,85,5.0,0
1016,1017,عطله 15 يوم وكمان اسبوع عطله 20 لكل طالب هاي مدرسه شهر عسل,0,13,58,3.0,0
1573,1574,والله الرساله دي جاتلي وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار,1,13,73,4.0,0
1023,1024,عليكم بالدعاء والتضرع لله سبحانه وتعالي يرد القضاء اللا الدعاء اجتهدوا رحمكم الله,1,13,81,5.0,0
1323,1324,بقي للسحيجه اشي يسترزقوا فضاءح شركه الولاء وموارد والفوسفات والفساد عادت الي الواجهه,0,13,84,5.0,0
1740,1741,يارب اهدي بنات وشباب المسلمين الي يرضيك عنهم وكفيهم شر فتن الدنيا والاخره,1,13,73,4.0,0
472,473,اما وهابيتك فحدث حرج الناس يقادون الي المساجد غصبا ويجلدون كالابقار ان ابوا,0,13,75,4.0,0
1397,1398,معظم اصحاب محطات الوقود وكالات الغاز متنفذين لقد زاد الغني غني الفقير فقر,0,13,73,4.0,0
618,619,عقود مرض الكلب واستبشرنا الشعب اخيرا مات الكلب واصبح ابن الكلب رءيسا بالاجماع,0,13,77,5.0,0
1255,1256,لقد اتحفتمونا بلجوكم لجيبتنا انفجرت بفضلكم الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لاعيش,0,13,89,5.0,0
1472,1473,نظام اقتصاد الاردن فقط يتبع اي نظام اقتصادي موضوع اشتراكي راسمالي اسلامي مختلط,0,13,78,5.0,0
749,750,خليه يرفع اللي عنده وطنيه انتماء يصف سيارته بالشارع يروح علي الشغل مشي,0,13,70,4.0,0
341,342,اللهم ارزقنا ترزق البغاث تسلميلي هنوده حلوه كثير الله يفتح عليكي يهدينا اياكي,1,13,77,5.0,0
1737,1738,يارب اغفر ذنبي وارزقني حبك ربنا ممكن يكره حد فضل يكرر ذنبه الاستغفار,1,13,68,4.0,0
1256,1257,لقد اسمعت ناديت حيا حياه لمن تنادي نارا نفخت اضاءت انت تنفخ الرماد,0,13,66,4.0,0
1261,1262,للاسف اصبحنا غرباء اوطاننا اصبح الوطن وكانه اصبح الوطن ملك خاص لتاجرين والمتنفذين,0,13,81,5.0,0
621,622,بعدين الاردن تسبح علي بحر النفط الصخر الزيتي اشتغلو بالاول بيكفينا 100 سنه,0,13,74,4.0,0
1705,1706,رب يكرمنا باولادنا انا داءما بشجع ابني ان يكون كالجبل تهزه الرياح العاتيه,1,13,73,4.0,0
336,337,اللهم ارزقنا الصدق طلب الاخلاص والاخلاص طلب الصدق واجمع بينهما بعفوك وقدرتك الله,1,13,80,5.0,0
595,596,بجد موضوع راءع وانا اجد انه مناسب ايضا لهذا الوقت يارب احفظنا الفتن,1,13,67,4.0,0
50,51,ارجوك استاذنا الفاضل ادعيلي بالنجاح مسابقه المجستير العام القادم والشفاء بارك الله فيك,1,13,86,5.0,0
250,251,الله المستعان علي ظالم فليس باليد حيله ان نقول حول قوه الا بالله,1,13,64,4.0,0
1682,1683,اخي وين تروح بالاردن تخطي مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه,0,13,76,4.0,0
254,255,الله خيرا الدنيا وماء عليها السلام عليكم ورحمه الله تعالي وبركاته اخواني واخواتي,1,13,80,5.0,0
1719,1720,فضيحتك لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,0,13,63,3.0,0
1183,1184,ايجابيا وتذكر ان قليلا التفاءل يصنع الف طريق السعاده صباحكم مليان طاقه ايجابيه,1,13,78,5.0,0
1299,1300,ليش يعني اخترت انه مصيره فتح تافه وفي المءتمر السادس كمان ابن الكلب,0,13,67,4.0,0
1777,1778,يعتبر الترمس المصادر الطبيعيه لفتح الشهيه وتقويه الاجسام الهزيله لانه غني بالكالسيوم والفوسفور,1,13,94,6.0,0
114,115,اكثر بني ادم يعاني الحياه المغترب الاردن والسعوديه اللي فاهين اللي والكل بحبو,0,13,77,5.0,0
166,167,الحل الوحيد القرب الله وذكره الا بذكر الله تطمءن القلوب قال الله تعالي,1,13,70,4.0,0
1413,1414,اسرار النجاح المتواصل والثبات علي القمه العمل الدءوب والانضباط بالمواعيد والاعمال والتفكير الايجابي,1,13,99,6.0,0
425,426,اللهم اصبح نعمه او باحد خلقك فمنك وحدك شريك فلك الحمد الشكر,1,12,59,4.0,0
670,671,تم تنفيذ الحكم الي الرد الاول وتم اعدام اول راس والباقي بالطريق,0,12,63,4.0,0
1134,1135,كثر الكلام الموضوعين ولم يتحقق علي الواقع شي اصبح المواطن يتبع سراب,0,12,67,4.0,0
405,406,اللهم ثبته علي دين الاسلام اللهم مقلب القلوب ثبت قلبي علي دينك,1,12,62,4.0,0
392,393,اللهم اني اعود الذنوب تزيل نعمتك وتحول عافيتك وتحبس رزقك وتعجل بغضبك,1,12,68,4.0,0
1279,1280,سمحت تقول اخبار مغلوطه ابعطيك انفولو جيب رابط الخبر وبلاش تصرف راسك,0,12,67,4.0,0
1145,1146,البدايات جميله العبره داءما تكون بالختاماما كسبت او تعلمت درس مستحيل تنساه,1,12,74,5.0,0
1271,1272,تكثر عليا الالتزامات يصير اللي نفسي اسويه استلقي علي ظهري واسولف للسماء,0,12,71,5.0,0
1165,1166,كلام صحيح شان هيك الدول اللي بطاله والمجتمعات المفتوحه بتقل المشاكل النفسيه,1,12,75,5.0,0
332,333,اللهم ارزقنا الاخلاص القول العمل السر العلن الرخاء الشده العافيه المرض الابتلاء,1,12,79,5.0,0
322,323,اللهم اجعلنا يتمتعون بروح ريحان جنه النعيم الرحمن صباحكم قطرات ندي الازهار,1,12,74,5.0,0
1248,1249,لجنه زباله اذا بفهمو بالفن خاصه ابو النظارات اللي مش موجود بالفيديو,0,12,67,4.0,0
1206,1207,تقنتوا رحمه الله فهي وسعت شيء عصينا فلنا رب كبير رحيم ورحمن,1,12,59,4.0,0
310,311,الله يهدي النفوس ربي ابعث اليوم فرح يغير ايامنا وينعش قلوبنا جديد,1,12,65,4.0,0
1293,1294,ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني عندهم وقت فراغ للمشاكل,0,12,70,4.0,0
512,513,انا علي ثقه اني استطيع فعل اي شء لاني انا صنع الله,1,12,50,3.0,0
435,436,اللي لازم يصير اضراب موظفي الدواءر الحكوميه الخاصه لمده اسبوع شوف بعدها,0,12,71,5.0,0
1102,1103,قصه جميله تعلم الناس كمان الامانه لان اذا اخذ القليل اخذا الكثير,1,12,64,4.0,0
1574,1575,والله الناس دي شايله ابدا علشان كده مسخرو نفسهم او كرامتهم راحت,0,12,63,4.0,0
686,687,جزمتي الا اقولك اسفل جزمتي الثوره سوريا اشعلها الا الوهابيين اللي السلفيين,0,12,74,5.0,0
709,710,حركه ارحمينا الله يشيلك اقول اخوكي وابوكي راضيين عنك اف عندك ايزي,0,12,65,4.0,0
723,724,حقيقه العمل التطوعي يساعد القضاء علي اوقات الفراغ يمنحك خبرات وتجربه جديده,1,12,74,5.0,0
1586,1587,والله بذل نفسي مره عشان الغرام الحلال احلي مين يحس يفهم يقدر,1,12,60,4.0,0
636,637,بني البرنامج النووي الاردني علي عده تصورات خاطءه بشكل خطير تتعلق بالتكنولوجيا,0,12,77,5.0,0
622,623,بعدين حتي الدول الي اعلنت انهاء المفاعلات النوويه زي اليابان تراجعت قراره,0,12,73,5.0,0
1506,1507,اللي انت فالح تختار ضحاياك بالسرق العاهه تصيبك ولاعاد تطيب ياولد الحرام,0,12,71,5.0,0
1605,1606,والله طلبوا مين اللي عندو قلب قوي متر للجري مايتقدم حمار عربي,0,12,61,4.0,0
1500,1501,هالانسان مجنون لابس بدله رياضه وجاي يغني حتي صوتك زين اللبس عدل,0,12,63,4.0,0
1494,1495,هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل,0,12,65,4.0,0
815,816,روح اكتب اشي زي العالم الناس بدل انت بتتهبل هيك بتتمسخر مسخره,0,12,61,4.0,0
842,843,ستضافتهم وعاملتهم معامله انسانيه ولم تحصرهم مخيمات تفتقر لادني مطلوبات الحياه الاردن,1,12,84,6.0,0
849,850,سعادتنا تكون بحسن الاستمتاع بالاشياء نحصل عليها تكون بحسن الاستغناء الاشياء نحرم,1,12,80,5.0,0
863,864,سوريا تعرضت لمءامره والامر المحزن ان ولاد سوريا انزلقو فالمءامره هاذي والشنيعه,0,12,78,5.0,0
558,559,اهلا بيك دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير,1,12,62,4.0,0
905,906,الابتسامه مرسومه علي محياك ربي اجعل حياتي حياه احبتي نور علي نور,1,12,64,4.0,0
947,948,صباحك ياسمين معطرين بنسمات الجنه شيخنا الجليل حفظك الله سوء نحبك الله,1,12,69,4.0,0
1381,1382,مش طبيعي سماكه الدم شو عدوله خرب المفطع لشو المبالغه والاوفر يعني,0,12,65,4.0,0
1569,1570,والشكرلله والفضل لله علي النعمه انعم الله علينا وجعلنا الماء شي حي,1,12,66,4.0,0
1011,1012,عدوله السامج خرب اوم المقطع قسسم زباله هالادمي ودمه زززفت انا ضحكت,0,12,66,4.0,0
486,487,ان النجاح يحتاج الي قلبا ثابت عقلا راشد طموحا واعد تحدي كاسر,1,12,60,4.0,0
1348,1349,مافي اجمل قوله يارب يتجه الي الله عز وجل يتركه الله ابدا,1,12,56,3.0,0
469,470,اﻻسلام رهبانيه انما دين وعمل وبحث وتطوير وعندما طبقنا المبدا سدنا العالم,1,12,72,5.0,0
1656,1657,ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن تطبيق الحدود عليهم,0,12,78,5.0,0
1661,1662,انسان وعنده احاسيس ممكن هالموقف اللي الكل يشوفه يتعقد هالانسان حياته كلها,0,12,73,5.0,0
447,448,المغرب بريء منك علي الاقل اذا كنت لهجتنا صعبه فتكلم باللغه العربيه,0,12,66,4.0,0
1701,1702,رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا,1,12,63,4.0,0
0,1,اربد جامعات اكثر عمان وفيها عمان ونص لعيبه المنتخب 80 مطربين الاردن,1,12,67,4.0,0
245,246,الله اكرم الاكرمين اللهم اعنا علي انفسنا واللهم ارضي عنك يارب العالمين,1,12,70,4.0,0
59,60,استاذ عمرو ريت شويه تركيز علي اخوتنا بورما انهم يتعرضوا لحرب حقيقيه,1,12,67,4.0,0
39,40,اذا اردت ان يفتح الله فالزم الدعاء البسيط اللهم اجعل اﻷخره همي,1,12,62,4.0,0
21,22,احسنت وصفت يدور او يجول راس شاب ملتزم فتاه عفيفه نقيه تقيه,1,12,58,3.0,0
34,35,اخر همي اني اتناقش اي كاءن حي اواتجادل بذات اذاكان عقيم فكريا,0,12,61,4.0,0
210,211,الضغوط النفسيه تاثير النهايه سمعت قصه اشخاص انتحروا بسبب تعليقات ساخره ضدهم,0,12,75,5.0,0
120,121,اكيد طبعا حب ربنا احسن حب اي حد وانا فعلا عملت كدا,1,12,50,3.0,0
223,224,الغلط مو المشاركين الغلط البرنامج المفروض تكون مرحله فرز البدايه يطلعو الهواء,0,12,77,5.0,0
287,288,الله يرفعهم الي جهنم جنب القذافي باسرع وقت لان الظلم زاد حده,0,12,60,4.0,0
1712,1713,سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض البنك كونهم عاهات,0,12,62,4.0,0
249,250,الله الله استاذ عمر بارك الله بارك جزاك الله عنا خيرا كثير,1,12,58,3.0,0
1785,1786,يعني هيك برامج بتبين للناس وين صرنا صارت نسبه التخلف شباب امتنا,0,12,63,4.0,0
171,172,الحمد لله اكسجين يعيد للصدر انفاسه تجدها الصوت السعيد الصوت المتءاكل البكاء,1,12,75,5.0,0
193,194,الخشوع المرحله التاليه للتركيز والتركيز ياتي باطاله القراءه والتدبر واطاله الركوع والسجود,1,12,89,6.0,0
150,151,التفاءل حلو الحياه الاهم تكون عايش ناس متفاءلين مش تكون لحالك المتفاءل,1,12,70,4.0,0
1710,1711,سلام علي الوفاء اللي اتفقد عصرنا ويا حسرتاه علي الحب مجرد كلمات,1,12,63,4.0,0
148,149,التخلف بعين امه وعين ابو جامعات الاردن والزعرنه والفساد والفسق والعشق الممنوع,0,12,77,5.0,0
1584,1585,والله اول سمعته منهم احسب سماعتي خربا بطني الضحك والله زاحفين,0,11,61,4.0,0
986,987,انك تتوجه الي الله عز وجل باستمرار فلسوف يفتح اكثر تتخيل,1,11,56,4.0,0
186,187,الحمدلله علي السلامه وماتشوف شر طهور وقدامك العافيه ان شاء الله,1,11,63,4.0,0
1582,1583,والله انو مكب نفايات نوويه انا اشتغلت بالمفاعل موقعه بعلان بالسلط,0,11,65,5.0,0
641,642,تابعت الجوال بدايه صدوره وقبل اقترابه للعالم العربي فعلا يستحق الاهميه,0,11,70,5.0,0
1175,1176,كلنا انتصرنا علي نفسنا وعلي الحاجه ددي الي متعبتنا ومبعدتنا الله,1,11,64,4.0,0
377,378,اللهم انا نشكو اليك ضعف قوتنا قله حيلتنا حسبنا الله الوكيل,0,11,58,4.0,0
1430,1431,كانت عزيمه يياس بغي الاجر الله ثابر حياكم الله اخي مءمن,1,11,55,4.0,0
1635,1636,وزير التعليم العالي زياده للدعم المالي للجامعات خلال السنوات الثلاث المقبله,0,11,75,5.0,0
369,370,اللهم اكثر امثالك دكتور عمروالله نفسنا تشرفنا مسجد الصديق بشرتون هليوبوليس,1,11,74,5.0,0
112,113,اكبر مشروع طاقه شمسيه بالعالمفي الاردن اسمه شمس معانحفظ الله الاردن,1,11,67,5.0,0
113,114,اكبر مشكله تواجهكك الاردن اذا طلعت الدار شبعان بتعرفش وين تروح,0,11,62,4.0,0
70,71,اسوء شعور تتاسف تندم علي شيء سويته كانت الفرصه متاحه امامك,0,11,58,4.0,0
71,72,اسوء شيء ان تكذب لانك ستبدا سلسله نهايه الاكاذيب النهايه ستكشف,1,11,62,4.0,0
1434,1435,يستمتع برءيه الناس مواقف محرجه فهو سادي اصيل نفسه ضعيفه مريضه,0,11,61,4.0,0
269,270,الله وكيلك مشحطط اهل دابوق دير غبار عبدون منعم علي الفقراء,0,11,58,4.0,0
1267,1268,للهم املا قلبي بحبك وحب نبيك وحب عمل يقربني الي حبك,1,11,51,3.0,0
1531,1532,الثقه بالمشتركين الزياده لدرجه العمي او ان محيطهم يجاملهم بجمال صوتهم,0,11,69,5.0,0
1562,1563,واذكر ربك اذا نسيت وقل عسي ان يهديني ربي لاقرب رشدا,1,11,51,3.0,0
479,480,ان المعلم يسعي للتطوير والاستزاده الاقدر علي غرس الالتزام والطموح طلابه,1,11,71,5.0,0
1103,1104,قصه جميله جدا تعكس معني الايمان التمسك بالعقيده الصحيحه حسن تعاليمها,1,11,68,5.0,0
685,686,جزاك الله خير دكتور عمرو ربنا يتقبل منا منكم ساءر الاعمال,1,11,57,4.0,0
1399,1400,معلم حقيقه عمله مدرب يدرب طلاب علي اكتساب المعرفه مجرد تلقيها,1,11,61,4.0,0
683,684,جزاك الله خيرا ياستاذ مصطفي علي ماتبثه انفسنا ربنا يكثر امثالك,1,11,62,4.0,0
169,170,الحمد انا متفاءله جدا كا امور حياتي ورح اضل هيك داءما,1,11,53,3.0,0
1121,1122,قولي يارب توكلي انه المولي الوكيل احتسبي عنده تظنين انك تقدرين,1,11,62,4.0,0
714,715,حسبي الله عليكم الله بحاسبكم علي حد بينفتن بسلبكم الله يسامحكم,0,11,62,4.0,0
1549,1550,الناس يدرون شو بقول عنهم نفسي وهم يتكلمون يكلمني حدا نهاءي,0,11,58,4.0,0
258,259,الله بجد رنا يهدينا كلنا ويهدي شباب المسلمين جميعا يارب العالمين,1,11,64,4.0,0
1565,1566,واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو مصدي وبيسوي صرمايه,0,11,64,4.0,0
1742,1743,يارب توب علينا وساعدنا نتوب وبصرنا بعيوبنا لان ساعات كتير بننسه,1,11,63,4.0,0
1645,1646,وعرض اختي انك لاسع يادمن عساس بدها تضرب هسه خايفه منك,0,11,53,3.0,0
966,967,صحيح هالشغله قرار وبظن كلنا قادرين ناخده اذا استعنا وتوكلنا الله,1,11,64,4.0,0
1385,1386,مش عارف ليه بيتحوله الي دواره وكان نفسهم تكون معاهم الاول,1,11,57,4.0,0
1078,1079,فعلا فضايح توقعتها شبابنا المتخلف اخلاقيا وصوتيا وبدنيا اها وعقليا بالتاكيد,0,11,75,5.0,0
